City,Year,Month,Avg_Temp,Income,Energy Rate,Energy Consumption,Energy Cost
Corpus Christi,2018,Dec,59.8,"$58,549",11.22,11268.0,1264.2696
Corpus Christi,2019,Jan,57.7,"$60,396",11.51,12508.0,1439.6708
Corpus Christi,2019,Feb,62.7,"$60,396",11.68,10791.0,1260.3888
Corpus Christi,2019,Mar,65.4,"$60,396",11.67,10426.0,1216.7142
Corpus Christi,2019,Apr,72.9,"$60,396",12.01,8593.0,1032.0193
Corpus Christi,2019,May,80.7,"$60,396",12.06,10746.0,1295.9676
Corpus Christi,2019,Jun,85.5,"$60,396",11.87,14019.0,1664.0553
Corpus Christi,2019,July,85.6,"$60,396",11.76,16810.0,1976.856
Corpus Christi,2019,Aug,87.4,"$60,396",11.8,18478.0,2180.404
Corpus Christi,2019,Sept,85.0,"$60,396",11.85,17124.0,2029.194
Corpus Christi,2019,Oct,75.9,"$60,396",11.97,13807.0,1652.6979
Corpus Christi,2019,Nov,63.3,"$60,396",12.21,9585.0,1170.3285
Corpus Christi,2019,Dec,61.1,"$60,396",11.93,10762.0,1283.9066
Corpus Christi,2020,Jan,62.6,"$61,150",11.75,11194.0,1315.295
Corpus Christi,2020,Feb,61.0,"$61,150",11.97,10709.0,1281.8673
Corpus Christi,2020,Mar,73.8,"$61,150",12.09,9895.0,1196.3055
Corpus Christi,2020,Apr,74.7,"$61,150",12.3,9636.0,1185.228
Corpus Christi,2020,May,79.2,"$61,150",11.98,11509.0,1378.7782
Corpus Christi,2020,Jun,80.9,"$61,150",11.99,15111.0,1811.8089
Corpus Christi,2020,July,85.0,"$61,150",11.82,18493.0,2185.8726
Corpus Christi,2020,Aug,85.9,"$61,150",11.74,18595.0,2183.053
Corpus Christi,2020,Sept,81.2,"$61,150",12.01,15628.0,1876.9228
Corpus Christi,2020,Oct,74.4,"$61,150",11.89,11811.0,1404.3279
Corpus Christi,2020,Nov,70.1,"$61,150",12.2,9414.0,1148.508
Corpus Christi,2020,Dec,58.5,"$61,150",11.87,11512.0,1366.4743999999998
